,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,%night,%eve,avg duration,Midwest,Noncontinental,Northeast,Northwest,Southeast,Southwest
1819,0,1,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,0,32,37,0.4128299570288521,0.0,0.0,0.0,1.0,0.0,0.0
1820,0,0,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,0,32,39,0.5538809344385833,1.0,0.0,0.0,0.0,0.0,0.0
1821,0,1,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,0,35,34,0.515695067264574,1.0,0.0,0.0,0.0,0.0,0.0
1822,0,0,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,0,30,38,0.5791962174940898,1.0,0.0,0.0,0.0,0.0,0.0
1823,0,1,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,0,34,40,0.452441391667911,0.0,0.0,0.0,0.0,1.0,0.0
1824,0,1,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,0,42,31,0.493200065541537,1.0,0.0,0.0,0.0,0.0,0.0
1825,0,0,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,0,37,24,0.4783284406838197,0.0,0.0,0.0,0.0,1.0,0.0
1826,0,0,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,0,35,35,0.653393665158371,1.0,0.0,0.0,0.0,0.0,0.0
1827,0,0,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2,0,38,30,0.5012615643397813,0.0,0.0,0.0,1.0,0.0,0.0
1828,0,0,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,0,30,43,0.48140043763676144,0.0,0.0,0.0,0.0,1.0,0.0
1829,0,1,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,0,36,21,0.5673512008353637,0.0,0.0,0.0,0.0,1.0,0.0
1830,0,0,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,0,31,41,0.5341959334565619,0.0,0.0,1.0,0.0,0.0,0.0
1831,0,1,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,0,40,32,0.46890927624872575,1.0,0.0,0.0,0.0,0.0,0.0
1832,0,0,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,0,38,29,0.6429749038285401,0.0,0.0,0.0,1.0,0.0,0.0
1833,0,0,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8.0,3,2.16,2,0,40,27,0.45297735113244336,1.0,0.0,0.0,0.0,0.0,0.0
1834,0,1,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,0,38,36,0.5078416728902165,1.0,0.0,0.0,0.0,0.0,0.0
1835,0,1,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,0,33,40,0.5530745448299553,0.0,0.0,1.0,0.0,0.0,0.0
1836,0,1,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,0,30,40,0.5314661717563691,0.0,0.0,1.0,0.0,0.0,0.0
1837,1,0,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,1,31,31,0.5064247921390778,0.0,0.0,1.0,0.0,0.0,0.0
1838,0,1,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,0,39,30,0.651831084632907,1.0,0.0,0.0,0.0,0.0,0.0
1839,0,0,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,0,35,29,0.5438501710786962,0.0,0.0,0.0,0.0,1.0,0.0
1840,0,1,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,0,36,33,0.596711620173656,0.0,0.0,0.0,1.0,0.0,0.0
1841,0,1,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,0,31,31,0.6705856738515132,0.0,0.0,1.0,0.0,0.0,0.0
1842,0,0,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,1,28,41,0.36838390966831336,0.0,0.0,0.0,1.0,0.0,0.0
1843,0,0,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,0,22,42,0.43381725021349277,0.0,0.0,0.0,0.0,0.0,1.0
1844,0,1,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,1,25,35,0.49838407892498726,0.0,0.0,0.0,0.0,1.0,0.0
1845,1,0,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2,1,35,28,0.484368119771026,0.0,0.0,0.0,0.0,1.0,0.0
1846,0,1,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,0,38,23,0.5910946918141163,0.0,0.0,1.0,0.0,0.0,0.0
1847,0,1,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,0,38,38,0.6350848158874638,0.0,0.0,0.0,1.0,0.0,0.0
1848,1,0,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,0,19,38,0.6393507521773556,0.0,0.0,0.0,0.0,1.0,0.0
1849,0,0,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,1,29,33,0.45235223160434257,0.0,0.0,1.0,0.0,0.0,0.0
1850,0,1,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,1,28,34,0.6195705622029176,0.0,0.0,0.0,0.0,1.0,0.0
1851,0,0,0,165.8,96,28.19,190.0,141,16.15,144.0,116,6.48,10.9,3,2.94,5,1,33,40,0.7062825130052021,1.0,0.0,0.0,0.0,0.0,0.0
1852,0,1,25,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1,0,30,29,0.6452782309226028,1.0,0.0,0.0,0.0,0.0,0.0
1853,0,0,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,0,42,26,0.41563658838071693,0.0,0.0,0.0,0.0,1.0,0.0
1854,0,0,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,0,29,28,0.5057147330515108,0.0,0.0,1.0,0.0,0.0,0.0
1855,0,0,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,0,29,26,0.8639813193228254,1.0,0.0,0.0,0.0,0.0,0.0
1856,0,0,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,0,42,17,0.4209495839451787,0.0,0.0,0.0,0.0,0.0,1.0
1857,0,0,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,1,36,34,0.4342087897584796,0.0,0.0,0.0,0.0,0.0,1.0
1858,0,0,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,0,35,31,0.4741240758598521,0.0,0.0,1.0,0.0,0.0,0.0
1859,0,0,0,164.6,110,27.98,270.6,103,23.0,230.4,109,10.37,8.0,3,2.16,0,0,34,32,0.48377403846153844,1.0,0.0,0.0,0.0,0.0,0.0
1860,0,0,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2.0,0,0,37,26,0.42522207659822336,0.0,0.0,0.0,1.0,0.0,0.0
1861,1,1,16,147.2,103,25.02,160.1,96,13.61,184.0,120,8.28,7.7,2,2.08,0,1,38,30,0.6492977813962956,0.0,0.0,1.0,0.0,0.0,0.0
1862,1,0,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0,1,36,28,0.41751824817518246,1.0,0.0,0.0,0.0,0.0,0.0
1863,1,0,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,0,27,33,0.5157437567861021,0.0,0.0,0.0,0.0,1.0,0.0
1864,0,0,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,0,38,24,0.3603876438522107,0.0,0.0,1.0,0.0,0.0,0.0
1865,0,0,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,1,32,42,0.6437679967091732,1.0,0.0,0.0,0.0,0.0,0.0
1866,0,0,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,1,40,36,0.5721574344023322,0.0,0.0,0.0,0.0,1.0,0.0
1867,1,1,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,0,21,42,0.5083553210202286,0.0,0.0,1.0,0.0,0.0,0.0
1868,0,0,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,0,23,33,0.41514235724510895,0.0,0.0,1.0,0.0,0.0,0.0
1869,0,0,0,239.0,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1,1,26,30,0.4492533535813718,0.0,0.0,0.0,0.0,1.0,0.0
1870,0,0,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,0,34,37,0.5109931766489765,0.0,0.0,0.0,0.0,0.0,1.0
1871,0,0,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,0,37,31,0.44135802469135804,1.0,0.0,0.0,0.0,0.0,0.0
1872,1,0,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,0,36,31,0.4144021739130435,0.0,0.0,1.0,0.0,0.0,0.0
1873,0,1,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,0,29,40,0.5140519388118107,1.0,0.0,0.0,0.0,0.0,0.0
1874,0,0,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,0,30,31,0.5793664238522785,0.0,0.0,1.0,0.0,0.0,0.0
1875,0,0,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,0,31,32,0.492831541218638,0.0,0.0,1.0,0.0,0.0,0.0
1876,0,0,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,0,31,39,0.6504610226320201,0.0,0.0,0.0,0.0,1.0,0.0
1877,1,0,0,221.0,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,0,36,29,0.529109038275973,0.0,0.0,0.0,0.0,1.0,0.0
1878,0,0,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,1,34,32,0.5000683153436262,0.0,0.0,0.0,0.0,1.0,0.0
1879,0,0,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,0,36,38,0.7282587642843307,0.0,0.0,0.0,0.0,1.0,0.0
1880,0,0,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4,1,39,27,0.5150820250485094,0.0,0.0,1.0,0.0,0.0,0.0
1881,0,0,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,1,35,32,0.3988718775181305,1.0,0.0,0.0,0.0,0.0,0.0
1882,1,1,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,0,39,29,0.37238293111714876,0.0,1.0,0.0,0.0,0.0,0.0
1883,0,1,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,0,35,36,0.5214007782101168,0.0,0.0,0.0,0.0,1.0,0.0
1884,1,1,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,0,34,46,0.5521936459909229,0.0,1.0,0.0,0.0,0.0,0.0
1885,0,0,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,0,30,32,0.4531817464077057,1.0,0.0,0.0,0.0,0.0,0.0
1886,0,0,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,0,35,22,0.6056393963463066,0.0,0.0,0.0,1.0,0.0,0.0
1887,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,1,32,38,0.6915757716407519,0.0,0.0,0.0,0.0,1.0,0.0
1888,0,0,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12.0,4,3.24,2,0,44,21,0.4778951136567031,0.0,0.0,0.0,1.0,0.0,0.0
1889,0,0,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,1,23,39,0.7001718213058419,1.0,0.0,0.0,0.0,0.0,0.0
1890,0,0,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,0,30,24,0.48776032151991233,1.0,0.0,0.0,0.0,0.0,0.0
1891,0,0,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,0,32,30,0.4010448678549478,0.0,0.0,0.0,0.0,1.0,0.0
1892,1,0,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,1,41,28,0.6416049159587928,1.0,0.0,0.0,0.0,0.0,0.0
1893,0,0,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,1,29,34,0.44110082304526754,1.0,0.0,0.0,0.0,0.0,0.0
1894,0,0,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,0,35,36,0.5810630596304057,0.0,0.0,0.0,0.0,0.0,1.0
1895,0,1,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,0,38,31,0.558180227471566,0.0,1.0,0.0,0.0,0.0,0.0
1896,0,0,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,0,28,33,0.5190093074617448,0.0,0.0,0.0,0.0,1.0,0.0
1897,0,1,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,0,37,37,0.43685121107266434,1.0,0.0,0.0,0.0,0.0,0.0
1898,0,0,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2,1,31,36,0.4410911201392919,0.0,0.0,1.0,0.0,0.0,0.0
1899,0,1,40,142.9,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,2.92,1,0,37,23,0.5023969319271333,0.0,0.0,0.0,0.0,0.0,1.0
1900,0,0,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1,0,31,29,0.4153070305547315,0.0,0.0,1.0,0.0,0.0,0.0
1901,0,0,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,0,36,35,0.5541069100391135,1.0,0.0,0.0,0.0,0.0,0.0
1902,0,0,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,0,37,34,0.35685837183367847,0.0,0.0,0.0,0.0,1.0,0.0
1903,1,1,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14.0,7,3.78,1,1,34,34,0.6759517177344475,0.0,0.0,1.0,0.0,0.0,0.0
1904,0,1,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4,1,42,29,0.624130391572252,0.0,0.0,0.0,1.0,0.0,0.0
1905,0,0,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,2,0,30,31,0.5377474163601331,0.0,0.0,1.0,0.0,0.0,0.0
1906,0,1,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,0,29,37,0.8249868212967845,0.0,0.0,1.0,0.0,0.0,0.0
1907,0,1,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,0,36,32,0.508209538702111,1.0,0.0,0.0,0.0,0.0,0.0
1908,0,1,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,0,34,28,0.6705969049373619,0.0,0.0,1.0,0.0,0.0,0.0
1909,0,1,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,0,31,31,0.43583902809415337,0.0,0.0,1.0,0.0,0.0,0.0
1910,0,0,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,0,30,34,0.5736378349217768,0.0,0.0,0.0,0.0,0.0,1.0
1911,0,0,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,0,45,29,0.3576560753632444,0.0,0.0,0.0,0.0,0.0,1.0
1912,0,0,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,1,29,35,0.6563135514882603,0.0,0.0,1.0,0.0,0.0,0.0
1913,0,0,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,0,37,32,0.5376758527654655,1.0,0.0,0.0,0.0,0.0,0.0
1914,0,1,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,0,38,36,0.7493917274939172,0.0,0.0,0.0,0.0,0.0,1.0
1915,0,0,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,0,40,30,0.4732481393062773,0.0,0.0,1.0,0.0,0.0,0.0
1916,0,0,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,0,30,38,0.5792627564917378,0.0,0.0,1.0,0.0,0.0,0.0
1917,0,0,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,0,34,27,0.5025125628140704,0.0,0.0,0.0,0.0,0.0,1.0
1918,0,0,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,0,34,36,0.5543349670441101,1.0,0.0,0.0,0.0,0.0,0.0
1919,0,0,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,1,39,32,0.6206496519721577,0.0,0.0,0.0,1.0,0.0,0.0
1920,0,0,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,0,35,31,0.4881585306911551,0.0,0.0,0.0,0.0,0.0,1.0
1921,0,0,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,0,37,31,0.7329248922169276,0.0,0.0,1.0,0.0,0.0,0.0
1922,0,0,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,0,26,35,0.5954897815362932,0.0,0.0,0.0,0.0,1.0,0.0
1923,0,0,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,0,32,32,0.49887892376681614,0.0,1.0,0.0,0.0,0.0,0.0
1924,0,0,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,0,33,39,0.41851441241685144,0.0,0.0,1.0,0.0,0.0,0.0
1925,0,0,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,0,30,41,0.5429650613786592,0.0,0.0,1.0,0.0,0.0,0.0
1926,0,0,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,0,30,36,0.5554553651938684,0.0,0.0,1.0,0.0,0.0,0.0
1927,0,0,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,0,21,38,0.7206156716417911,0.0,0.0,0.0,0.0,1.0,0.0
1928,0,0,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,0,32,44,0.560477657935285,0.0,0.0,0.0,0.0,1.0,0.0
1929,0,0,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,0,27,37,0.5978169605373636,0.0,0.0,0.0,1.0,0.0,0.0
1930,0,0,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,0,33,34,0.5048372911169745,0.0,0.0,1.0,0.0,0.0,0.0
1931,1,0,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,0,49,19,0.4760200429491768,0.0,0.0,1.0,0.0,0.0,0.0
1932,0,0,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,0,34,26,0.44882003764297085,0.0,0.0,1.0,0.0,0.0,0.0
1933,0,0,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,1,34,26,0.3459836395333244,0.0,0.0,1.0,0.0,0.0,0.0
1934,0,0,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,1,33,29,0.4187881873727088,0.0,1.0,0.0,0.0,0.0,0.0
1935,1,1,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,1,27,43,0.5500184569952012,0.0,0.0,1.0,0.0,0.0,0.0
1936,0,0,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,0,29,38,0.8838821490467939,0.0,0.0,0.0,0.0,1.0,0.0
1937,0,1,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,0,32,39,0.7721599323037868,1.0,0.0,0.0,0.0,0.0,0.0
1938,0,1,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,0,32,35,0.4586031857167863,0.0,0.0,0.0,1.0,0.0,0.0
1939,0,0,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,1,45,22,0.5656489979396891,0.0,0.0,0.0,0.0,0.0,1.0
1940,0,0,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,0,38,28,0.4597504700051274,1.0,0.0,0.0,0.0,0.0,0.0
1941,0,0,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,0,39,25,0.5615234375,0.0,0.0,0.0,0.0,1.0,0.0
1942,0,0,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,0,32,33,0.4245709123757904,1.0,0.0,0.0,0.0,0.0,0.0
1943,0,0,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,0,31,36,0.5072340425531915,0.0,0.0,0.0,0.0,0.0,1.0
1944,0,1,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,0,31,28,0.48368200836820086,0.0,1.0,0.0,0.0,0.0,0.0
1945,0,0,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,0,38,34,0.39153083515375575,0.0,0.0,0.0,1.0,0.0,0.0
1946,0,0,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,0,28,44,0.47679941541834125,1.0,0.0,0.0,0.0,0.0,0.0
1947,0,0,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,0,34,34,0.47111252586344105,1.0,0.0,0.0,0.0,0.0,0.0
1948,0,0,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,0,35,33,0.5025514148755218,0.0,0.0,0.0,0.0,1.0,0.0
1949,0,0,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,0,32,29,0.4659203161014159,1.0,0.0,0.0,0.0,0.0,0.0
1950,0,0,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,1,28,35,0.6415500538213132,0.0,0.0,0.0,0.0,1.0,0.0
1951,1,1,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,0,30,34,0.7364762111666304,1.0,0.0,0.0,0.0,0.0,0.0
1952,0,0,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,0,39,38,0.5554611856633259,0.0,0.0,0.0,0.0,1.0,0.0
1953,0,0,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,0,37,29,0.5337806923898124,0.0,0.0,0.0,1.0,0.0,0.0
1954,0,0,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,1,43,30,0.4368658399098083,1.0,0.0,0.0,0.0,0.0,0.0
1955,0,0,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,0,25,38,0.4592253636215068,1.0,0.0,0.0,0.0,0.0,0.0
1956,0,1,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,0,30,36,0.4472335159978787,0.0,0.0,0.0,0.0,1.0,0.0
1957,0,0,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,0,40,32,0.49380561856569544,0.0,0.0,0.0,0.0,1.0,0.0
1958,0,0,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,0,23,33,0.7325251483105494,0.0,0.0,1.0,0.0,0.0,0.0
1959,0,1,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,0,23,50,0.4120587789728829,0.0,0.0,1.0,0.0,0.0,0.0
1960,0,0,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,0,35,30,0.7275242047026279,0.0,0.0,0.0,0.0,1.0,0.0
1961,0,0,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,0,29,31,0.5520892418226508,0.0,0.0,1.0,0.0,0.0,0.0
1962,0,0,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,0,28,47,0.5365448504983389,0.0,0.0,0.0,0.0,0.0,1.0
1963,0,0,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,0,30,33,0.778193009452627,0.0,0.0,1.0,0.0,0.0,0.0
1964,0,0,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,0,34,30,0.5266968325791855,0.0,0.0,0.0,0.0,1.0,0.0
1965,0,0,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,1,35,32,0.5397543632837751,0.0,0.0,1.0,0.0,0.0,0.0
1966,0,0,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,0,27,43,0.5691471287801563,1.0,0.0,0.0,0.0,0.0,0.0
1967,0,0,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,0,41,33,0.5511954736265742,1.0,0.0,0.0,0.0,0.0,0.0
1968,0,0,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,0,32,35,0.5523418548236612,0.0,0.0,0.0,0.0,1.0,0.0
1969,0,1,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,0,37,42,0.4963577841775369,1.0,0.0,0.0,0.0,0.0,0.0
1970,0,0,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,0,23,39,0.5382917303447103,0.0,0.0,0.0,0.0,1.0,0.0
1971,0,1,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,0,29,37,0.43617169051257115,1.0,0.0,0.0,0.0,0.0,0.0
1972,0,0,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,0,23,41,0.5065389574507275,1.0,0.0,0.0,0.0,0.0,0.0
